nr,year,black,exper,hisp,hours,married,educ,union,lwage,expersq,occupation,id
4569,1980,0,1,0,1160,0,12,1,2.26702,1,7,273
4569,1981,0,2,0,2080,0,12,1,2.125205,4,7,273
4569,1982,0,3,0,2080,1,12,1,2.073496,9,7,273
4569,1983,0,4,0,2080,0,12,1,2.043864,16,3,273
4569,1984,0,5,0,1640,0,12,1,2.3671849999999997,25,7,273
4569,1985,0,6,0,2170,0,12,1,2.129068,36,7,273
4569,1986,0,7,0,2080,1,12,1,2.033576,49,7,273
4569,1987,0,8,0,2080,1,12,1,2.035432,64,2,273
4603,1980,0,2,0,2040,0,11,1,2.0552040000000003,4,7,274
4603,1981,0,3,0,1736,0,11,1,1.9978619999999998,9,7,274
4603,1982,0,4,0,1664,0,11,1,2.03881,16,3,274
4603,1983,0,5,0,1577,0,11,1,2.1741040000000003,25,4,274
4603,1984,0,6,0,1647,0,11,1,1.9882790000000001,36,4,274
4603,1985,0,7,0,2274,0,11,1,1.9219119999999998,49,7,274
4603,1986,0,8,0,2336,0,11,1,2.035287,64,4,274
4603,1987,0,9,0,2494,0,11,1,1.853912,81,2,274
4607,1980,0,2,0,1420,0,13,0,-0.696018,4,5,275
4607,1981,0,3,0,717,0,13,0,1.7189740000000002,9,9,275
4607,1982,0,4,0,865,0,13,0,1.805757,16,9,275
4607,1983,0,5,0,1060,0,13,0,1.236358,25,9,275
4607,1984,0,6,0,1112,0,13,0,1.83875,36,9,275
4607,1985,0,7,0,1880,0,13,0,1.615744,49,6,275
4607,1986,0,8,0,2040,1,13,0,1.582991,64,5,275
4607,1987,0,9,0,2360,1,13,1,1.948359,81,5,275
4633,1980,0,3,0,2285,0,12,0,1.759467,9,3,276
4633,1981,0,4,0,2120,0,12,0,1.4233360000000002,16,3,276
4633,1982,0,5,0,2123,0,12,0,1.446898,25,3,276
4633,1983,0,6,0,2175,0,12,0,1.547218,36,4,276
4633,1984,0,7,0,2092,0,12,0,1.5432620000000001,49,3,276
4633,1985,0,8,0,3270,1,12,0,1.51421,64,2,276
4633,1986,0,9,0,3770,1,12,0,1.518912,81,2,276
4633,1987,0,10,0,2710,1,12,1,2.559309,100,6,276
4676,1980,0,2,0,2342,0,10,0,0.636215,4,9,277
4676,1981,0,3,0,2196,0,10,0,0.8620211,9,6,277
4676,1982,0,4,0,1764,0,10,0,1.06416,16,6,277
4676,1983,0,5,0,2080,0,10,0,1.350717,25,6,277
4676,1984,0,6,0,2170,0,10,0,1.492267,36,5,277
4676,1985,0,7,0,2184,0,10,0,1.53485,49,5,277
4676,1986,0,8,0,2108,0,10,0,1.7325220000000001,64,5,277
4676,1987,0,9,0,2144,0,10,0,1.8772939999999998,81,5,277
4701,1980,0,2,0,1615,0,12,0,1.595672,4,4,278
4701,1981,0,3,0,2064,0,12,0,1.793051,9,5,278
4701,1982,0,4,0,2080,0,12,0,1.815667,16,1,278
4701,1983,0,5,0,2285,0,12,0,2.11692,25,1,278
4701,1984,0,6,0,2340,0,12,0,2.389487,36,1,278
4701,1985,0,7,0,2130,1,12,0,2.4894220000000002,49,4,278
4701,1986,0,8,0,2080,1,12,0,2.506181,64,2,278
4701,1987,0,9,0,2080,1,12,0,2.600746,81,2,278
4716,1980,0,3,0,3451,1,12,0,0.9417034,9,8,279
4716,1981,0,4,0,2100,1,12,1,1.2431940000000001,16,7,279
4716,1982,0,5,0,2080,1,12,1,1.380348,25,6,279
4716,1983,0,6,0,2892,1,12,1,1.140937,36,5,279
4716,1984,0,7,0,2080,1,12,1,1.474907,49,5,279
4716,1985,0,8,0,2080,1,12,1,1.4782799999999998,64,5,279
4716,1986,0,9,0,2080,1,12,1,1.596362,81,5,279
4716,1987,0,10,0,2080,1,12,1,1.7069279999999998,100,5,279
4720,1980,0,5,0,2080,1,12,1,2.089854,25,5,280
4720,1981,0,6,0,2080,1,12,0,2.179983,36,5,280
4720,1982,0,7,0,2080,1,12,1,2.349749,49,5,280
4720,1983,0,8,0,2080,1,12,1,2.171697,64,5,280
4720,1984,0,9,0,2000,1,12,1,2.2813830000000004,81,5,280
4720,1985,0,10,0,2080,1,12,1,2.207794,100,9,280
4720,1986,0,11,0,2080,1,12,0,2.25672,121,6,280
4720,1987,0,12,0,2080,1,12,1,2.2177540000000002,144,9,280
4759,1980,0,4,0,1920,0,12,1,1.790407,16,6,281
4759,1981,0,5,0,1600,1,12,1,1.871802,25,6,281
4759,1982,0,6,0,2190,1,12,1,1.3288149999999999,36,6,281
4759,1983,0,7,0,2782,1,12,1,1.6577509999999998,49,6,281
4759,1984,0,8,0,2252,1,12,1,1.774946,64,6,281
4759,1985,0,9,0,2080,1,12,1,1.85112,81,6,281
4759,1986,0,10,0,2080,1,12,1,1.900045,100,6,281
4759,1987,0,11,0,2080,1,12,0,1.9520509999999998,121,6,281
4791,1980,0,5,0,2240,1,12,1,1.9616779999999998,25,6,282
4791,1981,0,6,0,2600,1,12,1,1.6545580000000002,36,6,282
4791,1982,0,7,0,2280,1,12,1,1.7642099999999998,49,5,282
4791,1983,0,8,0,2400,1,12,1,1.7000919999999997,64,6,282
4791,1984,0,9,0,2460,1,12,1,1.781913,81,5,282
4791,1985,0,10,0,2460,1,12,1,1.752319,100,6,282
4791,1986,0,11,0,2460,1,12,1,1.8657830000000002,121,6,282
4791,1987,0,12,0,3262,1,12,1,1.767781,144,5,282
4811,1980,0,2,0,1532,0,12,0,0.7321422,4,6,283
4811,1981,0,3,0,1748,0,12,0,0.9762421,9,6,283
4811,1982,0,4,0,1856,0,12,0,0.745056,16,6,283
4811,1983,0,5,0,2276,0,12,0,1.059994,25,6,283
4811,1984,0,6,0,2740,0,12,1,1.578017,36,5,283
4811,1985,0,7,0,2634,0,12,0,1.7304970000000002,49,6,283
4811,1986,0,8,0,2600,0,12,0,1.7234209999999999,64,6,283
4811,1987,0,9,0,2600,0,12,1,1.9346130000000001,81,5,283
4828,1980,0,2,0,1416,0,11,0,0.9885613999999999,4,9,284
4828,1981,0,3,0,2175,0,11,0,1.501264,9,9,284
4828,1982,0,4,0,3040,0,11,1,1.801637,16,4,284
4828,1983,0,5,0,2436,0,11,0,1.097417,25,2,284
4828,1984,0,6,0,3250,0,11,0,1.02862,36,2,284
4828,1985,0,7,0,1420,0,11,0,1.336743,49,9,284
4828,1986,0,8,0,1794,1,11,0,1.711493,64,9,284
4828,1987,0,9,0,1665,1,11,0,1.118541,81,9,284
4857,1980,0,3,0,1274,0,14,0,1.1396979999999999,9,9,285
4857,1981,0,4,0,1888,0,14,0,0.7507763000000001,16,3,285
4857,1982,0,5,0,1692,0,14,0,0.9806693000000001,25,4,285
4857,1983,0,6,0,1249,0,14,0,1.072284,36,4,285
4857,1984,0,7,0,1729,0,14,0,0.7042202,49,9,285
4857,1985,0,8,0,1700,1,14,0,0.6867675999999999,64,7,285
4857,1986,0,9,0,1070,1,14,0,1.546273,81,3,285
4857,1987,0,10,0,832,1,14,0,1.524607,100,4,285
4858,1980,0,2,0,1956,0,12,0,1.286322,4,4,286
4858,1981,0,3,0,1693,0,12,1,1.64825,9,1,286
4858,1982,0,4,0,2080,1,12,0,2.296639,16,5,286
4858,1983,0,5,0,2080,1,12,0,2.285026,25,5,286
4858,1984,0,6,0,2080,1,12,0,2.520876,36,5,286
4858,1985,0,7,0,2080,1,12,0,2.5131759999999996,49,5,286
4858,1986,0,8,0,2080,1,12,0,2.5931919999999997,64,5,286
4858,1987,0,9,0,2080,1,12,0,2.577757,81,5,286
4859,1980,0,2,0,540,0,12,0,1.326878,4,9,287
4859,1981,0,3,0,1050,0,12,0,1.063067,9,9,287
4859,1982,0,4,0,2080,0,12,0,0.9973562,16,9,287
4859,1983,0,5,0,1920,0,12,0,1.1961870000000001,25,9,287
4859,1984,0,6,0,2080,0,12,0,1.261333,36,9,287
4859,1985,0,7,0,2080,0,12,0,1.273485,49,9,287
4859,1986,0,8,0,2080,0,12,0,1.340429,64,5,287
4859,1987,0,9,0,2080,0,12,0,1.342285,81,5,287
4866,1980,0,2,0,1948,0,14,1,1.695886,4,1,288
4866,1981,0,3,0,2080,1,14,1,1.817077,9,5,288
4866,1982,0,4,0,2140,1,14,1,1.929545,16,5,288
4866,1983,0,5,0,2122,1,14,1,1.9677830000000003,25,1,288
4866,1984,0,6,0,2080,1,14,1,2.259862,36,4,288
4866,1985,0,7,0,2080,1,14,1,2.4309380000000003,49,4,288
4866,1986,0,8,0,2080,0,14,1,2.4108709999999998,64,6,288
4866,1987,0,9,0,2080,0,14,1,2.454143,81,4,288
4881,1980,0,2,0,2466,1,14,0,1.3730799999999999,4,5,289
4881,1981,0,3,0,2136,1,14,0,1.502828,9,2,289
4881,1982,0,4,0,1928,1,14,0,1.255562,16,5,289
4881,1983,0,5,0,2242,1,14,0,1.3627280000000002,25,3,289
4881,1984,0,6,0,2095,1,14,0,1.675361,36,4,289
4881,1985,0,7,0,2080,1,14,0,1.8200290000000001,49,4,289
4881,1986,0,8,0,2080,1,14,0,1.900045,64,4,289
4881,1987,0,9,0,2200,1,14,0,1.895961,81,4,289
4884,1980,0,4,0,2288,0,12,0,1.575833,16,5,290
4884,1981,0,5,0,2288,0,12,0,1.570217,25,5,290
4884,1982,0,6,0,2132,1,12,0,1.52271,36,5,290
4884,1983,0,7,0,2416,1,12,0,1.543916,49,5,290
4884,1984,0,8,0,2168,1,12,0,1.6809310000000002,64,5,290
4884,1985,0,9,0,2080,1,12,1,1.7659619999999998,81,5,290
4884,1986,0,10,0,2080,1,12,1,1.7458939999999998,100,6,290
4884,1987,0,11,0,2080,1,12,1,1.760996,121,5,290
4888,1980,0,2,0,2202,0,12,1,1.466943,4,6,291
4888,1981,0,3,0,2096,1,12,1,1.434721,9,6,291
4888,1982,0,4,0,2260,1,12,0,1.392662,16,6,291
4888,1983,0,5,0,2288,1,12,1,1.481745,25,7,291
4888,1984,0,6,0,3856,1,12,1,1.091682,36,5,291
4888,1985,0,7,0,3336,1,12,0,1.447708,49,6,291
4888,1986,0,8,0,4212,1,12,0,1.240995,64,5,291
4888,1987,0,9,0,3418,1,12,0,1.410911,81,5,291
4901,1980,0,4,0,1760,1,11,1,1.168766,16,6,292
4901,1981,0,5,0,1880,1,11,1,1.225026,25,6,292
4901,1982,0,6,0,1480,1,11,1,1.027527,36,6,292
4901,1983,0,7,0,1840,1,11,1,1.378009,49,6,292
4901,1984,0,8,0,1960,1,11,1,1.710221,64,5,292
4901,1985,0,9,0,2550,1,11,1,1.562236,81,6,292
4901,1986,0,10,0,2600,1,11,1,1.576818,100,6,292
4901,1987,0,11,0,2600,0,11,1,1.537852,121,6,292
4917,1980,0,4,0,2080,0,12,0,1.199538,16,9,293
4917,1981,0,5,0,3255,0,12,0,0.8992493,25,9,293
4917,1982,0,6,0,2465,0,12,0,1.012074,36,9,293
4917,1983,0,7,0,2080,0,12,0,1.193531,49,9,293
4917,1984,0,8,0,2080,0,12,0,1.295228,64,9,293
4917,1985,0,9,0,2080,0,12,0,1.439539,81,9,293
4917,1986,0,10,0,2080,0,12,0,0.5823878,100,9,293
4917,1987,0,11,0,2080,0,12,0,1.326156,121,9,293
4926,1980,0,4,0,2188,0,12,1,1.652022,16,5,294
4926,1981,0,5,0,2270,1,12,1,1.596134,25,5,294
4926,1982,0,6,0,2475,1,12,0,1.5166309999999998,36,5,294
4926,1983,0,7,0,2586,1,12,1,1.625449,49,5,294
4926,1984,0,8,0,2516,1,12,0,1.4922440000000001,64,5,294
4926,1985,0,9,0,2580,1,12,0,1.432757,81,5,294
4926,1986,0,10,0,2370,1,12,0,1.46584,100,5,294
4926,1987,0,11,0,2080,1,12,1,1.8610790000000001,121,5,294
4982,1980,0,4,0,910,0,9,0,0.8883838,16,7,295
4982,1981,0,5,0,1840,0,9,0,1.0691979999999999,25,5,295
4982,1982,0,6,0,2080,0,9,0,1.380348,36,5,295
4982,1983,0,7,0,2080,0,9,0,1.255406,49,5,295
4982,1984,0,8,0,2080,0,9,0,1.3948639999999999,64,5,295
4982,1985,0,9,0,2080,1,9,0,1.273485,81,5,295
4982,1986,0,10,0,1760,1,9,0,1.102018,100,5,295
4982,1987,0,11,0,2205,1,9,0,1.060782,121,7,295
5017,1980,0,1,0,2120,0,13,0,1.8863759999999998,1,7,296
5017,1981,0,2,0,2248,0,13,0,2.048726,4,5,296
5017,1982,0,3,0,2226,0,13,0,2.348602,9,6,296
5017,1983,0,4,0,2184,1,13,0,2.4005389999999998,16,6,296
5017,1984,0,5,0,2184,1,13,0,2.493477,25,1,296
5017,1985,0,6,0,2184,0,13,0,2.515679,36,7,296
5017,1986,0,7,0,2184,0,13,0,2.567932,49,5,296
5017,1987,0,8,0,2184,1,13,0,2.545115,64,1,296
5033,1980,0,2,0,2080,0,12,0,1.948775,4,7,297
5033,1981,0,3,0,2080,0,12,0,2.201489,9,5,297
5033,1982,0,4,0,2080,0,12,0,2.366843,16,4,297
5033,1983,0,5,0,2080,0,12,0,2.309718,25,5,297
5033,1984,0,6,0,2520,1,12,0,2.119264,36,6,297
5033,1985,0,7,0,2170,1,12,0,2.5019080000000002,49,6,297
5033,1986,0,8,0,2080,1,12,0,2.3212580000000003,64,9,297
5033,1987,0,9,0,2080,1,12,0,2.454143,81,7,297
5048,1980,0,3,0,2816,0,11,0,0.5101718,9,3,298
5048,1981,0,4,0,3208,0,11,0,1.096115,16,2,298
5048,1982,0,5,0,1952,0,11,0,1.243191,25,2,298
5048,1983,0,6,0,2864,1,11,0,1.3071190000000001,36,3,298
5048,1984,0,7,0,3380,1,11,0,1.4925030000000001,49,2,298
5048,1985,0,8,0,3170,1,11,0,1.6929049999999999,64,2,298
5048,1986,0,9,0,3295,0,11,0,2.027793,81,2,298
5048,1987,0,10,0,3480,0,11,0,2.3449430000000002,100,2,298
5122,1980,0,3,0,1845,1,12,0,0.874741,9,5,299
5122,1981,0,4,0,2340,1,12,0,1.6992939999999999,16,5,299
5122,1982,0,5,0,2340,1,12,0,2.042724,25,5,299
5122,1983,0,6,0,2340,1,12,0,1.970533,36,5,299
5122,1984,0,7,0,2340,1,12,0,2.288682,49,5,299
5122,1985,0,8,0,2587,1,12,0,1.9896630000000002,64,5,299
5122,1986,0,9,0,2682,1,12,0,1.954734,81,5,299
5122,1987,0,10,0,2480,1,12,0,1.8595419999999998,100,5,299
5141,1980,0,2,1,2155,1,12,0,2.154514,4,6,300
5141,1981,0,3,1,2392,1,12,0,1.9004590000000001,9,6,300
5141,1982,0,4,1,2400,1,12,0,2.0174060000000003,16,6,300
5141,1983,0,5,1,2233,1,12,0,1.184428,25,6,300
5141,1984,0,6,1,2611,1,12,0,1.390643,36,6,300
5141,1985,0,7,1,2380,1,12,0,2.296206,49,6,300
5141,1986,0,8,1,2145,1,12,0,2.3212580000000003,64,6,300
5141,1987,0,9,1,2185,1,12,0,2.3508270000000002,81,6,300
5147,1980,0,4,1,2265,1,12,1,2.05594,16,6,301
5147,1981,0,5,1,2379,1,12,0,2.129052,25,6,301
5147,1982,0,6,1,2350,1,12,1,2.278132,36,6,301
5147,1983,0,7,1,2340,1,12,1,2.053914,49,6,301
5147,1984,0,8,1,2379,1,12,1,1.8666880000000001,64,6,301
5147,1985,0,9,1,2486,1,12,1,2.334869,81,6,301
5147,1986,0,10,1,2370,1,12,1,2.531663,100,6,301
5147,1987,0,11,1,2378,0,12,1,2.466854,121,6,301
5158,1980,0,3,0,1960,0,11,0,1.823693,9,6,302
5158,1981,0,4,0,2080,1,11,0,1.817077,16,5,302
5158,1982,0,5,0,2940,1,11,0,1.58085,25,5,302
5158,1983,0,6,0,2440,1,11,0,1.73763,36,5,302
5158,1984,0,7,0,1670,0,11,0,2.073941,49,5,302
5158,1985,0,8,0,1134,0,11,0,1.784792,64,5,302
5158,1986,0,9,0,2080,0,11,0,1.7999610000000001,81,5,302
5158,1987,0,10,0,2154,0,11,0,2.1761060000000003,100,5,302
5221,1980,0,3,1,2060,0,14,0,1.374715,9,8,303
5221,1981,0,4,1,2080,0,14,1,1.609438,16,5,303
5221,1982,0,5,1,2080,1,14,1,1.547403,25,7,303
5221,1983,0,6,1,2080,1,14,1,1.591879,36,1,303
5221,1984,0,7,1,2080,1,14,0,1.800329,49,8,303
5221,1985,0,8,1,2080,1,14,0,1.8200290000000001,64,7,303
5221,1986,0,9,1,2080,1,14,1,1.7999610000000001,81,7,303
5221,1987,0,10,1,1440,0,14,0,2.362335,100,5,303
5223,1980,0,3,0,2396,0,12,0,1.541165,9,4,304
5223,1981,0,4,0,2104,0,12,0,1.805605,16,3,304
5223,1982,0,5,0,2080,0,12,0,1.975682,25,3,304
5223,1983,0,6,0,2980,0,12,0,1.791939,36,2,304
5223,1984,0,7,0,2580,0,12,0,1.8553169999999999,49,2,304
5223,1985,0,8,0,2831,0,12,0,1.2753780000000001,64,3,304
5223,1986,0,9,0,2511,0,12,0,1.5575809999999999,81,5,304
5223,1987,0,10,0,2560,0,12,0,1.1346459999999998,100,4,304
5227,1980,0,5,0,720,0,12,0,2.691193,25,5,305
5227,1981,0,6,0,4096,0,12,0,0.4462871,36,6,305
5227,1982,0,7,0,2080,0,12,0,1.547403,49,7,305
5227,1983,0,8,0,2336,0,12,1,1.727121,64,5,305
5227,1984,0,9,0,1674,0,12,0,1.07302,81,5,305
5227,1985,0,10,0,2070,0,12,0,1.7707810000000002,100,5,305
5227,1986,0,11,0,2260,1,12,0,2.030622,121,5,305
5227,1987,0,12,0,2080,1,12,0,1.9075990000000003,144,7,305
5248,1980,0,2,0,3120,0,14,0,1.137845,4,8,306
5248,1981,0,3,0,2640,0,14,0,1.089582,9,8,306
5248,1982,0,4,0,938,0,14,0,2.030118,16,8,306
5248,1983,0,5,0,2720,0,14,1,1.044562,25,7,306
5248,1984,0,6,0,2856,0,14,0,1.1297700000000002,36,6,306
5248,1985,0,7,0,3066,0,14,0,1.195634,49,8,306
5248,1986,0,8,0,2742,0,14,0,1.574935,64,6,306
5248,1987,0,9,0,2270,1,14,0,1.907198,81,6,306
5252,1980,0,2,0,1525,0,10,0,0.41129940000000004,4,6,307
5252,1981,0,3,0,2080,0,10,0,1.683546,9,5,307
5252,1982,0,4,0,2510,0,10,0,1.2794450000000002,16,5,307
5252,1983,0,5,0,2510,1,10,0,1.59812,25,5,307
5252,1984,0,6,0,3872,1,10,1,1.232993,36,5,307
5252,1985,0,7,0,2480,1,10,0,1.4722879999999998,49,5,307
5252,1986,0,8,0,3520,1,10,0,1.219801,64,5,307
5252,1987,0,9,0,2400,1,10,0,1.6691880000000001,81,5,307
5263,1980,0,3,0,2080,0,14,0,1.630321,9,7,308
5263,1981,0,4,0,2080,1,14,0,1.593934,16,4,308
5263,1982,0,5,0,2080,1,14,0,1.6566020000000001,25,3,308
5263,1983,0,6,0,2080,1,14,0,1.7860349999999998,36,2,308
5263,1984,0,7,0,2392,1,14,0,1.603409,49,2,308
5263,1985,0,8,0,2144,1,14,0,1.678498,64,2,308
5263,1986,0,9,0,2080,1,14,0,1.8512549999999999,81,2,308
5263,1987,0,10,0,2760,1,14,0,1.529426,100,2,308
5274,1980,0,2,0,1840,0,12,0,1.66573,4,6,309
5274,1981,0,3,0,220,1,12,0,2.9004220000000003,9,7,309
5274,1982,0,4,0,644,1,12,0,1.764315,16,3,309
5274,1983,0,5,0,3443,1,12,0,1.339218,25,3,309
5274,1984,0,6,0,3774,1,12,0,1.533066,36,5,309
5274,1985,0,7,0,3920,1,12,0,1.7972139999999999,49,9,309
5274,1986,0,8,0,3669,1,12,0,1.689169,64,9,309
5274,1987,0,9,0,2320,1,12,1,3.3125269999999998,81,3,309
5335,1980,0,3,0,2080,0,12,0,1.4480000000000002,9,7,310
5335,1981,0,4,0,2080,1,12,0,1.817077,16,7,310
5335,1982,0,5,0,2080,1,12,0,1.7550419999999998,25,7,310
5335,1983,0,6,0,2560,1,12,0,1.453232,36,4,310
5335,1984,0,7,0,2830,1,12,0,1.492421,49,2,310
5335,1985,0,8,0,3535,1,12,0,1.053295,64,2,310
5335,1986,0,9,0,2800,1,12,0,1.50271,81,2,310
5335,1987,0,10,0,2600,1,12,1,1.4837850000000001,100,2,310
5345,1980,0,2,0,1360,0,12,0,1.516208,4,1,311
5345,1981,0,3,0,1760,0,12,0,0.8209805,9,4,311
5345,1982,0,4,0,1820,0,12,0,1.256051,16,4,311
5345,1983,0,5,0,2045,0,12,0,1.109858,25,1,311
5345,1984,0,6,0,2080,0,12,0,1.3948639999999999,36,4,311
5345,1985,0,7,0,2285,0,12,0,1.420649,49,4,311
5345,1986,0,8,0,2750,0,12,0,1.977487,64,1,311
5345,1987,0,9,0,2860,1,12,0,1.963839,81,4,311
5359,1980,0,4,0,2080,0,12,0,0.24402680000000002,16,6,312
5359,1981,0,5,0,2080,0,12,0,1.000915,25,6,312
5359,1982,0,6,0,1855,0,12,0,0.9820344000000001,36,6,312
5359,1983,0,7,0,1820,0,12,0,1.060434,49,6,312
5359,1984,0,8,0,1882,0,12,0,1.024894,64,6,312
5359,1985,0,9,0,1846,0,12,0,1.099071,81,6,312
5359,1986,0,10,0,1949,0,12,0,1.281428,100,5,312
5359,1987,0,11,0,2012,0,12,0,1.121921,121,6,312
5368,1980,0,1,0,1129,0,12,0,1.117427,1,7,313
5368,1981,0,2,0,1695,0,12,0,0.7532511,4,5,313
5368,1982,0,3,0,983,1,12,0,1.300583,9,5,313
5368,1983,0,4,0,2900,1,12,0,1.453692,16,4,313
5368,1984,0,5,0,2640,1,12,0,1.50476,25,2,313
5368,1985,0,6,0,2600,1,12,0,1.48566,36,2,313
5368,1986,0,7,0,2270,1,12,0,1.601324,49,2,313
5368,1987,0,8,0,2400,1,12,0,1.506669,64,2,313
5377,1980,0,2,0,960,0,12,0,1.528042,4,4,314
5377,1981,0,3,0,2080,0,12,0,1.6322530000000002,9,6,314
5377,1982,0,4,0,2080,0,12,0,1.6356950000000001,16,6,314
5377,1983,0,5,0,2080,0,12,0,1.7254099999999999,25,6,314
5377,1984,0,6,0,2330,0,12,0,1.509296,36,5,314
5377,1985,0,7,0,2130,0,12,0,1.490893,49,5,314
5377,1986,0,8,0,2080,0,12,0,1.5635729999999999,64,5,314
5377,1987,0,9,0,2080,0,12,0,1.524607,81,5,314
5390,1980,0,2,0,2396,1,14,0,1.599236,4,5,315
5390,1981,0,3,0,2555,1,14,0,1.323711,9,5,315
5390,1982,0,4,0,2474,1,14,0,1.5170350000000001,16,5,315
5390,1983,0,5,0,2702,1,14,0,1.463786,25,5,315
5390,1984,0,6,0,2799,1,14,0,1.557502,36,5,315
5390,1985,0,7,0,2636,1,14,0,1.583134,49,5,315
5390,1986,0,8,0,2748,1,14,0,1.572749,64,5,315
5390,1987,0,9,0,2808,1,14,0,1.607494,81,5,315
5419,1980,0,2,0,1660,0,11,0,0.6518986,4,4,316
5419,1981,0,3,0,1444,0,11,0,0.9135168,9,4,316
5419,1982,0,4,0,1760,0,11,0,0.6535847,16,4,316
5419,1983,0,5,0,1590,0,11,0,1.1955360000000002,25,4,316
5419,1984,0,6,0,2022,0,11,0,1.6260860000000001,36,1,316
5419,1985,0,7,0,2300,0,11,0,1.8195709999999998,49,1,316
5419,1986,0,8,0,2340,1,11,1,1.9364130000000002,64,1,316
5419,1987,0,9,0,2180,1,11,1,2.008278,81,1,316
5435,1980,0,2,0,2600,0,11,0,1.1194959999999998,4,6,317
5435,1981,0,3,0,2216,0,11,0,1.260981,9,6,317
5435,1982,0,4,0,2280,0,11,0,1.193231,16,6,317
5435,1983,0,5,0,2190,1,11,0,1.203873,25,6,317
5435,1984,0,6,0,2088,1,11,0,1.399324,36,6,317
5435,1985,0,7,0,2416,1,11,0,1.290794,49,4,317
5435,1986,0,8,0,2576,1,11,0,1.28071,64,3,317
5435,1987,0,9,0,2600,1,11,0,1.3014629999999998,81,4,317
5437,1980,0,2,0,1928,1,12,0,1.562143,4,8,318
5437,1981,0,3,0,2064,1,12,0,1.4685709999999998,9,8,318
5437,1982,0,4,0,2080,1,12,0,1.297461,16,8,318
5437,1983,0,5,0,2315,1,12,0,1.296785,25,7,318
5437,1984,0,6,0,3065,1,12,0,1.450801,36,4,318
5437,1985,0,7,0,2905,1,12,0,1.522143,49,5,318
5437,1986,0,8,0,2860,1,12,0,1.6143809999999998,64,5,318
5437,1987,0,9,0,2705,1,12,0,1.8309669999999998,81,2,318
5497,1980,0,2,0,2080,1,12,0,1.339523,4,4,319
5497,1981,0,3,0,2080,1,12,0,1.486836,9,4,319
5497,1982,0,4,0,2300,1,12,0,1.520969,16,4,319
5497,1983,0,5,0,2555,1,12,0,1.407397,25,2,319
5497,1984,0,6,0,3030,1,12,0,1.324928,36,2,319
5497,1985,0,7,0,3120,1,12,0,1.387896,49,2,319
5497,1986,0,8,0,2520,1,12,0,1.623737,64,2,319
5497,1987,0,9,0,3330,1,12,0,1.390475,81,2,319
5525,1980,0,5,0,2265,0,8,0,1.093605,25,7,320
5525,1981,0,6,0,1753,0,8,0,1.412752,36,6,320
5525,1982,0,7,0,1530,0,8,0,1.235464,49,7,320
5525,1983,0,8,0,2090,0,8,0,1.2994,64,7,320
5525,1984,0,9,0,2860,1,8,0,1.033851,81,5,320
5525,1985,0,10,0,2645,1,8,0,1.323134,100,5,320
5525,1986,0,11,0,2600,1,8,0,1.55015,121,5,320
5525,1987,0,12,0,2600,1,8,0,1.563827,144,5,320
5529,1980,0,4,0,2000,1,10,0,1.2640770000000001,16,7,321
5529,1981,0,5,0,2725,1,10,0,1.339337,25,7,321
5529,1982,0,6,0,1875,1,10,0,1.72527,36,6,321
5529,1983,0,7,0,1920,1,10,0,1.597813,49,7,321
5529,1984,0,8,0,1920,1,10,0,1.6980509999999998,64,7,321
5529,1985,0,9,0,2080,1,10,0,1.7659619999999998,81,5,321
5529,1986,0,10,0,1784,1,10,0,2.0047650000000004,100,5,321
5529,1987,0,11,0,1912,1,10,0,2.036269,121,5,321
5531,1980,0,5,0,2128,0,12,0,1.6483279999999998,25,3,322
5531,1981,0,6,0,2240,0,12,0,1.5353299999999999,36,3,322
5531,1982,0,7,0,2522,0,12,0,1.530609,49,3,322
5531,1983,0,8,0,2810,0,12,0,1.830059,64,3,322
5531,1984,0,9,0,2680,1,12,0,2.057706,81,3,322
5531,1985,0,10,0,2600,1,12,0,2.235965,100,3,322
5531,1986,0,11,0,2600,1,12,0,2.393579,121,3,322
5531,1987,0,12,0,2600,1,12,0,2.176932,144,2,322
5579,1980,0,2,0,1220,0,10,0,1.288369,4,4,323
5579,1981,0,3,0,2115,0,10,0,1.512708,9,5,323
5579,1982,0,4,0,2120,0,10,0,1.26599,16,5,323
5579,1983,0,5,0,2080,0,10,0,1.350717,25,5,323
5579,1984,0,6,0,2080,1,10,0,1.474907,36,5,323
5579,1985,0,7,0,2040,1,10,0,1.482772,49,5,323
5579,1986,0,8,0,2080,1,10,0,1.5635729999999999,64,5,323
5579,1987,0,9,0,2080,1,10,0,1.628366,81,5,323
5588,1980,0,8,0,1940,0,9,0,1.412319,64,7,324
5588,1981,0,9,0,2200,1,9,0,1.984131,81,6,324
5588,1982,0,10,0,3965,1,9,0,1.6695200000000001,100,6,324
5588,1983,0,11,0,3973,1,9,0,1.138881,121,6,324
5588,1984,0,12,0,3900,1,9,0,1.474291,144,6,324
5588,1985,0,13,0,1743,1,9,0,1.4771530000000002,169,6,324
5588,1986,0,14,0,630,1,9,0,2.6889830000000003,196,6,324
5588,1987,0,15,0,3080,1,9,1,1.368434,225,6,324
5599,1980,0,2,0,1920,0,14,0,1.998046,4,4,325
5599,1981,0,3,0,2080,1,14,0,1.609438,9,1,325
5599,1982,0,4,0,1870,1,14,0,1.691572,16,1,325
5599,1983,0,5,0,1902,1,14,0,1.8754970000000002,25,1,325
5599,1984,0,6,0,2044,1,14,0,1.778123,36,1,325
